controller,severity,preload,afterload,load_stress,run,MAP RMSE (mmHg),Unsafe Event Rate (%)
Proposed CNN-Transformer,Moderate,Low,Normal,1.7,8,5.504549421697938,4.999081630625265
Proposed CNN-Transformer,Moderate,Low,Normal,1.7,9,5.796592742194248,4.017769266979698
Proposed CNN-Transformer,Moderate,Low,Normal,1.7,10,5.728519252279787,4.716549338771742
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,1,6.2845017465668525,5.642884633906622
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,2,5.771590009552834,3.901385639133156
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,3,6.448476606126768,3.9253343040647524
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,4,4.918147314418544,5.810598005332461
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,5,6.1115242735424875,5.298694058913404
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,6,6.405984539377027,5.061180726154893
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,7,5.696516918198782,5.491172733359935
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,8,6.385648014852412,4.486126296636753
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,9,5.636977653018705,5.09419576962548
Proposed CNN-Transformer,Moderate,Low,Elevated,1.972308292331602,10,6.283927001724697,5.340573565492061
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,1,6.343097855836679,5.5159109780746345
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,2,6.732011118661073,5.724171499916045
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,3,6.553125414277718,6.427065514991981
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,4,6.919791172799331,6.5243483717549084
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,5,5.919218467385542,5.209643879069009
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,6,6.810311699297128,5.046695761543665
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,7,6.5498192814410645,6.838853692025492
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,8,7.217736971894113,6.005948539089986
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,9,5.614484859976224,6.660427200539604
Proposed CNN-Transformer,Moderate,Low,High,2.701851217221259,10,6.757313576578647,5.25372934867859
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,1,5.926652810239502,3.8407464038814942
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,2,5.275130691884318,3.7806594997915326
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,3,5.6794789320063135,3.2651550910715557
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,4,4.617588072269605,3.597003633181508
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,5,5.481018516396437,4.343963427603672
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,6,5.805338842384784,3.780255485835001
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,7,5.804973647912441,4.461065880102157
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,8,5.273860297732655,3.532993747425447
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,9,4.956076027442167,3.45929658505754
Proposed CNN-Transformer,Moderate,Reduced,Low,1.5264337522473748,10,4.823046558807309,3.4214858265062134
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,1,5.315231838770107,3.5811143512952555
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,2,4.357223285518226,2.821217215899569
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,3,3.9089723469853306,3.290397555178526
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,4,4.792133719803106,2.743588212710497
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,5,4.150088411285046,4.063002365155792
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,6,4.641805546157602,2.7442941072261333
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,7,4.364668108119211,3.384768544192503
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,8,4.3411950528185805,1.770512447268741
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,9,4.093527428557091,3.769557146404859
Proposed CNN-Transformer,Moderate,Reduced,Reduced,1.0,10,4.538031176992991,2.743741111297739
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,1,3.1673350500080044,2.930163295593956
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,2,4.30639514545358,4.417557171659851
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,3,5.104867371949384,2.580798352691211
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,4,3.066824561151057,2.624259162541664
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,5,3.5928485309836256,2.8032808878425137
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,6,3.8505849819468403,3.1265453479875016
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,7,3.3717203137753473,2.225710331715256
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,8,4.00165431749498,2.419238272110607
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,9,4.839821788481817,3.822936922531995
Proposed CNN-Transformer,Moderate,Reduced,Normal,0.8,10,3.481045867024598,2.6295554372431695
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,1,5.439055816525719,3.5646948166192285
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,2,5.017251360454381,3.770316110037379
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,3,4.086110474455287,4.180897303985752
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,4,4.503358051494571,3.9294436558538384
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,5,5.0198235059673,3.7270915266072806
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,6,5.059945563382209,3.148187928654506
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,7,4.941156480908384,3.188901238462015
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,8,4.827389861946936,2.47019917092975
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,9,4.899017029215734,3.798892936291893
Proposed CNN-Transformer,Moderate,Reduced,Elevated,1.2806248474865698,10,5.18334068096804,3.8121793518142035
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,1,5.178135625270383,5.348022792716094
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,2,5.593139024706161,4.465718256554029
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,3,6.537226576553304,3.4315909228319734
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,4,6.1953407908461875,6.46328642742454
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,5,6.084706826682572,4.309710965033813
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,6,4.914710616596277,3.79803826880109
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,7,6.618209164341851,5.3631384615179165
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,8,6.1179210435368585,5.0071684386580415
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,9,7.252800062593461,4.53174264180572
Proposed CNN-Transformer,Moderate,Reduced,High,2.247220505424423,10,5.785068115801593,6.679388029858823
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,1,5.2472655624219895,2.8238659058411173
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,2,4.6192537471318476,3.475252199614249
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,3,3.940545244959271,4.290016046454125
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,4,4.394878680256225,3.5941187498799403
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,5,4.781158955638252,3.2723952654537847
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,6,4.973005856223038,3.9440460275994784
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,7,4.577404330529452,3.0539350352748764
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,8,4.319112969314249,3.116173339949973
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,9,5.280070909258967,3.102809953596123
Proposed CNN-Transformer,Moderate,Normal,Low,1.3,10,4.977280591516125,3.609181466115013
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,1,3.517871917274831,1.782229299969483
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,2,4.067561129954842,2.0194859155579796
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,3,3.0538511570054134,2.64190759185803
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,4,4.314013725727938,3.212348677772396
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,5,3.600623148993033,2.7159905053663596
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,6,4.03242509714098,2.8404618872304783
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,7,4.255292663104045,2.168434905870698
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,8,4.513210096780982,2.2941826968771695
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,9,4.864197221034107,2.3122225898129702
Proposed CNN-Transformer,Moderate,Normal,Reduced,0.6,10,3.770070099353428,2.4861643451111863
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,1,3.0047910224306484,2.2343359967727343
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,2,3.1914291290645296,1.569914258052108
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,3,2.9535269905111834,1.6857271470569108
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,4,3.7365975848407014,2.3477427596372356
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,5,3.9540880572846646,2.208710431393954
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,6,3.086075342370684,2.4914765480661427
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,7,4.432373708834175,2.3078272336535917
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,8,2.9352896140099345,1.6824308685373934
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,9,3.2076800322220693,2.6771657394107873
Proposed CNN-Transformer,Moderate,Normal,Normal,0.0,10,2.9521463232981824,1.8029505160227508
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,1,5.0973077134475036,2.9517152759060687
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,2,3.5013080740258338,3.6151782832254806
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,3,3.660313789146768,2.7075169206107192
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,4,3.7724306409106214,2.863975369579506
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,5,3.83888627526007,2.7073214241086667
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,6,3.298171008704896,2.3725027511318277
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,7,3.981044249088684,3.767308068756906
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,8,4.172294806297239,2.900616328113837
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,9,4.621213927509403,2.4739445299216705
Proposed CNN-Transformer,Moderate,Normal,Elevated,1.0,10,4.2076728527647544,3.278324936161596
Proposed CNN-Transformer,Moderate,Normal,High,2.1,1,6.503676677955479,5.919610557046783
Proposed CNN-Transformer,Moderate,Normal,High,2.1,2,6.1435803674822385,6.319756128313443
Proposed CNN-Transformer,Moderate,Normal,High,2.1,3,5.740702146584898,5.311273566681779
Proposed CNN-Transformer,Moderate,Normal,High,2.1,4,5.752293676628225,4.939724766134849
Proposed CNN-Transformer,Moderate,Normal,High,2.1,5,6.3936640604887,4.977649834722328
Proposed CNN-Transformer,Moderate,Normal,High,2.1,6,5.726861739566071,5.550324154585288
Proposed CNN-Transformer,Moderate,Normal,High,2.1,7,5.371017661035576,5.079488797890508
Proposed CNN-Transformer,Moderate,Normal,High,2.1,8,5.781972218669462,4.980188663779324
Proposed CNN-Transformer,Moderate,Normal,High,2.1,9,5.010444707150406,5.998418090805952
Proposed CNN-Transformer,Moderate,Normal,High,2.1,10,6.232192298000082,4.150712054319253
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,1,4.96436792352717,2.9999251393365842
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,2,4.755151845213495,5.476389098824006
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,3,5.191689977682705,5.397250293634061
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,4,5.563589681812482,4.446741838685481
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,5,5.436175565578127,2.788461842772651
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,6,5.537123593050518,4.020231404253609
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,7,4.786068622630614,4.477217022376924
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,8,4.228834150785104,4.511547805099785
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,9,4.652817105829636,4.988994392507244
Proposed CNN-Transformer,Moderate,Elevated,Low,1.5811388300841898,10,4.999077881893755,3.6340380460435084
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,1,4.973322785432303,3.3310325399990783
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,2,4.1115420020306885,2.0869889204119696
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,3,4.537135016766187,3.0034230520240337
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,4,4.768504415260978,2.9295357308055583
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,5,4.247532931391962,2.9171267712684075
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,6,3.9513280567315157,3.0663364847441996
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,7,4.510551444770724,3.406099998472541
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,8,3.984881452583729,3.023638489295849
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,9,4.404803653685103,2.9763447063453743
Proposed CNN-Transformer,Moderate,Elevated,Reduced,1.0816653826391966,10,5.635565929201976,3.873476446254664
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,1,4.645149727097018,3.2296977800699835
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,2,5.307139298444353,3.7319956782396564
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,3,3.429303017236739,3.1653064539524767
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,4,4.190028747023755,3.4957596653472685
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,5,4.41605401075189,3.455684737293868
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,6,4.552138558348055,3.910731536418035
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,7,4.818762109575067,3.553283340270717
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,8,4.9505851329343855,2.519926290637148
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,9,4.897085755127909,2.437466226908886
Proposed CNN-Transformer,Moderate,Elevated,Normal,0.9,10,3.9021129072846787,2.5591947457615984
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,1,5.291922599181208,2.949738380674675
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,2,4.915400974732841,3.5645975199439923
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,3,4.787763272367468,3.396056575732755
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,4,6.734263137174814,2.597973635464238
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,5,5.603279885288414,4.027293669158617
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,6,4.174989405870867,3.5570885823790754
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,7,4.5630492837420435,4.109348269305768
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,8,6.210176918714866,2.3771837690823947
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,9,6.199852696060463,4.54741625480044
Proposed CNN-Transformer,Moderate,Elevated,Elevated,1.3453624047073711,10,4.404266470928534,3.5142797016624985
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,1,6.774616233905529,5.489020830428986
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,2,5.792982706342096,5.997450752109174
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,3,6.865474873608112,5.0156532029157965
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,4,6.387123828348873,5.539571638836004
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,5,6.486294720140077,5.511991730326693
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,6,6.520148163221997,4.588724902615168
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,7,6.671681880557442,5.393819192014473
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,8,6.2205892135844545,5.506042013132249
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,9,4.531522194918356,5.36709844528858
Proposed CNN-Transformer,Moderate,Elevated,High,2.2847319317591723,10,6.459399678227508,5.733753037399869
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,1,6.924865896040285,4.33341131954297
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,2,5.761225309410371,4.99292016882114
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,3,6.616678592073598,5.4272613264925145
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,4,5.415021573996806,5.0553881130875755
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,5,7.335604961798409,4.326934369852581
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,6,7.239409637290934,5.390369532332806
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,7,7.1288702959433,6.366443150448271
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,8,6.953371433466908,5.716603229160884
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,9,7.858141284166683,5.078877968873437
Proposed CNN-Transformer,Moderate,High,Low,2.3021728866442674,10,7.257430840410309,5.150919772246494
Proposed CNN-Transformer,Moderate,High,Reduced,1.9924858845171274,1,5.824710458488226,6.140924563603723
Proposed CNN-Transformer,Moderate,High,Reduced,1.9924858845171274,2,5.987015342320376,3.923529918745712
Proposed CNN-Transformer,Moderate,High,Reduced,1.9924858845171274,3,7.283350293380663,5.886641046594771
Proposed CNN-Transformer,Moderate,High,Reduced,1.9924858845171274,4,6.537843262219255,3.940997463341263
Proposed CNN-Transformer,Moderate,High,Reduced,1.9924858845171274,5,7.286639509359976,3.8417492833193188
Proposed CNN-Transformer,Moderate,High,Reduced,1.9924858845171274,6,3.7999935921905568,5.804273734963912
Proposed CNN-Transformer,Moderate,High,Reduced,1.9924858845171274,7,5.39967972013002,3.909430730494168
